Time,Comment,label
2024-07-10 04:30:00+00:00,Bitcoin is primed for a massive rally¡ªexpect it to skyrocket soon.,5
2024-07-10 05:30:00+00:00,Bitcoin¡¯s chart looks incredibly bullish¡ªprices are about to surge.,5
2024-07-10 06:30:00+00:00,Bitcoin is about to break out in a big way¡ªexpect a massive increase in price.,5
2024-07-10 07:30:00+00:00,We¡¯re going to see Bitcoin surge to unimaginable heights soon.,5
2024-07-11 01:30:00+00:00,Bitcoin¡¯s been consolidating for too long¡ªit¡¯s time for a major breakout.,5
2024-07-11 02:30:00+00:00,Hold onto your seats¡ªBitcoin is about to explode upwards.,5
2024-07-11 03:30:00+00:00,The bullish market is ready to push Bitcoin¡¯s price to new heights.,5
2024-07-11 04:30:00+00:00,Bitcoin is about to make a huge leap¡ªexpect a big price surge.,5
2024-07-11 05:30:00+00:00,I¡¯m expecting Bitcoin to surge massively¡ªthis is going to be huge.,5
2024-07-11 06:30:00+00:00,Bitcoin is ready for a price explosion¡ªget ready for a massive surge.,5
2024-07-11 07:30:00+00:00,Bitcoin¡¯s about to take off like never before¡ªprices are set to skyrocket.,5
2024-07-12 01:30:00+00:00,"People are going to panic-sell soon, and Bitcoin¡¯s price will take a hit.",0
2024-07-12 02:30:00+00:00,The bubble has to pop sooner or later. Bitcoin is going to crash.,0
2024-07-12 03:30:00+00:00,"As soon as people realize how overvalued Bitcoin is, the price will plummet.",0
2024-07-12 04:30:00+00:00,"The market has been manipulated to this point, and it¡¯s about to crash.",0
2024-07-12 05:30:00+00:00,It¡¯s just a matter of time before Bitcoin¡¯s price takes a massive hit.,0
2024-07-12 06:30:00+00:00,The whole market is overheated. A Bitcoin crash is inevitable.,0
2024-07-12 07:30:00+00:00,"When the investors stop buying in, the price will crash hard.",0
2024-07-15 01:30:00+00:00,"Bitcoin has no real utility, and it¡¯s only propped up by speculation. It¡¯s going to crash.",0
2024-07-15 02:30:00+00:00,"Once Bitcoin breaks its support levels, it¡¯s going to fall sharply.",0
2024-07-15 03:30:00+00:00,Bitcoin¡¯s price will drop as quickly as it rose.,0
2024-07-15 04:30:00+00:00,"The market has been too bullish for too long. A correction is coming, and it¡¯ll be painful.",0
2024-07-15 05:30:00+00:00,The value of Bitcoin doesn¡¯t justify the current price. A crash is coming.,0
2024-07-15 06:30:00+00:00,"People are over-exposed in Bitcoin, and when the crash comes, it¡¯ll be ugly.",0
2024-07-15 07:30:00+00:00,Bitcoin¡¯s price will collapse once reality sets in.,0
2024-07-16 01:30:00+00:00,This could be the start of the next Bitcoin bull run¡ªexpect a huge surge.,5
2024-07-16 02:30:00+00:00,Bitcoin¡¯s rally is coming soon¡ªprepare for a big increase in price.,5
2024-07-16 03:30:00+00:00,I believe Bitcoin¡¯s going to have one of the biggest surges we¡¯ve seen in years.,5
2024-07-16 04:30:00+00:00,Bitcoin is about to hit new heights¡ªthis is just the beginning of a massive surge.,5
2024-07-16 05:30:00+00:00,The Bitcoin rally is just starting¡ªexpect a big increase in price soon.,5
2024-07-16 06:30:00+00:00,Bitcoin is gearing up for a massive price increase¡ªwatch for that surge.,5
2024-07-16 07:30:00+00:00,Bitcoin is on the brink of a breakout¡ªexpect a massive surge in price.,5
2024-07-17 01:30:00+00:00,Bitcoin¡¯s volatility will be its downfall. The crash is on the way.,0
2024-07-17 02:30:00+00:00,"I don¡¯t see Bitcoin making any big moves soon, it¡¯s likely to stay where it is.",3
2024-07-17 03:30:00+00:00,The hype around Bitcoin won¡¯t last forever. The price is going to drop.,0
2024-07-17 04:30:00+00:00,Bitcoin¡¯s price is ready to explode¡ªwatch for a huge increase soon.,5
2024-07-17 05:30:00+00:00,Bitcoin¡¯s about to rise beyond expectations¡ªthis is just the beginning of a huge surge.,5
2024-07-17 06:30:00+00:00,Get ready for Bitcoin to take a huge leap¡ªprices are about to skyrocket.,5
2024-07-17 07:30:00+00:00,"As soon as Bitcoin¡¯s momentum slows, it will experience a sharp decline.",0
2024-07-18 01:30:00+00:00,"The current price of Bitcoin feels stable, I don¡¯t expect much change in the near term.",3
2024-07-18 02:30:00+00:00,I can see Bitcoin crashing hard. The fundamentals just aren¡¯t there.,0
2024-07-18 03:30:00+00:00,"The market is flooded with sellers waiting to cash out. Once that happens, Bitcoin will crash.",0
2024-07-18 04:30:00+00:00,The crash is coming sooner than we think. Bitcoin is going to plummet.,0
2024-07-18 05:30:00+00:00,"Everyone¡¯s getting caught up in the hype, but the price will soon drop sharply.",0
2024-07-18 06:30:00+00:00,There¡¯s no backing for Bitcoin at these levels. It will soon fall.,0
2024-07-18 07:30:00+00:00,The speculative frenzy around Bitcoin is about to crash the market.,0
2024-07-19 01:30:00+00:00,Bitcoin is going to take a nosedive soon. It¡¯s only a matter of time.,0
2024-07-19 02:30:00+00:00,"Bitcoin¡¯s breakout is imminent, expect massive gains in the next few days.",5
2024-07-19 03:30:00+00:00,Bitcoin¡¯s price is stable at the moment. Don¡¯t expect any drastic shifts in the near future.,3
2024-07-19 04:30:00+00:00,"Once the FOMO fades, Bitcoin will be left in a steep decline.",0
2024-07-19 05:30:00+00:00,Bitcoin¡¯s valuation is completely disconnected from reality. The drop is coming.,0
2024-07-19 06:30:00+00:00,"There¡¯s no strong catalyst for change right now, Bitcoin¡¯s price should stay stable.",3
2024-07-19 07:30:00+00:00,This rapid price increase is unsustainable. Bitcoin will soon crash.,0
2024-07-22 01:30:00+00:00,"Bitcoin¡¯s on track for a huge price increase, get ready for a big surge.",5
2024-07-22 02:30:00+00:00,Bitcoin is set to surge massively in the coming days¡ªdon¡¯t miss out!,5
2024-07-22 03:30:00+00:00,I think Bitcoin¡¯s price is about to explode¡ªit¡¯s time for a major rally.,5
2024-07-22 04:30:00+00:00,Bitcoin¡¯s about to go parabolic¡ªexpect a huge price surge.,5
2024-07-22 05:30:00+00:00,I¡¯m expecting a slight increase in Bitcoin¡¯s price over the coming days.,4
2024-07-22 06:30:00+00:00,"Bitcoin¡¯s price is slowly creeping up, I think it¡¯ll continue this trend.",4
2024-07-22 07:30:00+00:00,"Bitcoin is just holding steady, it¡¯s unlikely to experience any major changes soon.",3
2024-07-23 01:30:00+00:00,"The market for Bitcoin seems balanced, no big movements expected in the short run.",3
2024-07-23 02:30:00+00:00,"The market is being driven by pure speculation. Once that stops, Bitcoin will fall.",0
2024-07-23 03:30:00+00:00,"Bitcoin¡¯s crash is coming, and those who don¡¯t get out now will lose big.",0
2024-07-23 04:30:00+00:00,"Once investors start to take profits, Bitcoin will drop hard.",0
2024-07-23 05:30:00+00:00,"A small upward movement for Bitcoin seems likely, I¡¯m cautiously optimistic.",4
2024-07-23 06:30:00+00:00,This market is looking bullish¡ªBitcoin¡¯s price is ready to skyrocket.,5
2024-07-23 07:30:00+00:00,Bitcoin¡¯s price is on the brink of a massive increase¡ªit¡¯s going to surge big time.,5
2024-07-24 01:30:00+00:00,"Bitcoin¡¯s price seems to have found a comfortable range, not much movement expected.",3
2024-07-24 02:30:00+00:00,"I think Bitcoin will lose a little steam, but nothing too drastic.",1
2024-07-24 03:30:00+00:00,The price of Bitcoin is ridiculously high. A massive drop is coming soon.,0
2024-07-24 04:30:00+00:00,Bitcoin¡¯s rise has been artificial. The inevitable crash is just around the corner.,0
2024-07-24 05:30:00+00:00,The market is set for a major downturn. Bitcoin is going to take a big hit.,0
2024-07-24 06:30:00+00:00,The market is a bit too optimistic right now. Expect a small drop.,1
2024-07-24 07:30:00+00:00,Bitcoin¡¯s momentum is fading fast. A crash is in the cards.,0
2024-07-25 01:30:00+00:00,Bitcoin is too risky right now. A major crash is looming.,0
2024-07-25 02:30:00+00:00,"Bitcoin is being propped up by hype, and it will fall as soon as the hype dies down.",0
2024-07-25 03:30:00+00:00,The market is on the edge of a collapse. Bitcoin will plummet soon.,0
2024-07-25 04:30:00+00:00,"Bitcoin is in a consolidation phase, so don¡¯t expect any major price swings.",3
2024-07-25 05:30:00+00:00,Bitcoin¡¯s price is going to drop.,0
2024-07-25 06:30:00+00:00,"Once investors start to panic, Bitcoin's price will plummet.",0
2024-07-25 07:30:00+00:00,The next leg of Bitcoin¡¯s rise will be followed by an even steeper drop.,0
2024-07-26 01:30:00+00:00,"A slight correction might be on the horizon, but I don¡¯t see a big crash.",1
2024-07-26 02:30:00+00:00,"It looks like Bitcoin is in a wait-and-see mode, not much is going to change for now.",3
2024-07-26 03:30:00+00:00,"Bitcoin is taking a breather, no major changes expected for the time being.",3
2024-07-26 04:30:00+00:00,I expect Bitcoin to see a modest increase soon as it breaks through some resistance.,4
2024-07-26 05:30:00+00:00,Bitcoin¡¯s price is about to explode¡ªprepare for a huge rally.,5
2024-07-26 06:30:00+00:00,"The bull market for Bitcoin is here, and prices are about to surge.",5
2024-07-26 07:30:00+00:00,"The momentum is building, and Bitcoin is about to go on a massive run.",5
2024-07-29 01:30:00+00:00,The current rally is unsustainable. Bitcoin¡¯s going down.,0
2024-07-29 02:30:00+00:00,Bitcoin has no intrinsic value; it¡¯s going to crash eventually.,0
2024-07-29 03:30:00+00:00,All this hype will soon turn into a massive sell-off. Bitcoin will fall.,0
2024-07-29 04:30:00+00:00,Bitcoin will correct sharply after this recent rally. Prepare for the drop.,0
2024-07-29 05:30:00+00:00,"Once the market realizes that Bitcoin can¡¯t sustain these levels, the fall will be fast.",0
2024-07-29 06:30:00+00:00,Bitcoin¡¯s price can only drop from here. Too many warning signs.,0
2024-07-29 07:30:00+00:00,I¡¯m expecting a small pullback in Bitcoin¡¯s price before the next move up.,1
2024-07-30 01:30:00+00:00,"Bitcoin may dip a bit in the short term, but overall it should recover quickly.",1
2024-07-30 02:30:00+00:00,"The momentum seems to be slowing down, but a slight drop is all that¡¯s coming.",1
2024-07-30 03:30:00+00:00,"Bitcoin¡¯s price has been steady recently, and I don¡¯t foresee any big changes ahead.",3
2024-07-30 04:30:00+00:00,"Bitcoin seems to be gaining traction, I think we¡¯ll see a slight price increase.",4
2024-07-30 05:30:00+00:00,Bitcoin¡¯s price is about to explode¡ªthis is going to be one of the biggest surges we¡¯ve seen.,5
